1,2,3,4,5,6,7,8,9
-1.0418,0.6208,-0.3482,-0.0441,1.5733,-1.0829,2.5512,0.5031,0.8929
0.0085,-0.0599,-0.4672,3.4161,0.3611,-0.1867,2.0187,-0.1083,-0.6648
-4.5816,0.1168,4.9652,0.0826,1.5817,4.7562,-2.1617,-1.2648,5.1495
1.3840,1.5366,0.3545,-0.5027,-0.5833,-1.6803,0.5918,-0.2174,-1.8915
-1.5062,-0.1426,-0.6976,1.3016,2.5380,1.5070,-0.2976,1.6774,2.4961
-2.0087,-2.6608,0.3198,0.2208,1.3201,0.1852,2.2114,-2.3933,3.1069
-0.4441,-1.7093,-0.5086,0.3778,2.3546,2.0815,0.1348,-0.5491,1.9369
0.7443,0.4746,-0.7991,0.0636,-2.0796,-1.3042,1.0084,0.5623,-2.4932
-1.9711,-1.4597,0.9901,0.4042,2.4510,2.0596,-1.7844,-0.6896,4.4121
-2.2584,-1.6951,0.3235,0.4972,3.0023,-0.1139,-0.5031,-0.9476,5.3579
-1.8703,-0.6025,2.4699,0.8056,2.9076,4.1646,-2.5465,-0.8850,4.0118
-0.4139,-1.1752,0.0572,-0.0052,0.2447,-0.8231,2.8156,-1.8653,0.2621
-0.4632,-0.1431,0.0099,-0.3134,0.6604,1.2588,2.2792,-0.1688,-0.6174
0.2433,0.7312,-0.3573,1.1978,0.6130,0.3719,2.1110,0.4929,-1.3657
-0.4775,-0.2438,-0.2630,-0.1944,1.0573,0.3626,0.9103,0.0938,0.6673
-0.6376,-0.8057,-0.8439,-0.4453,1.6590,0.4395,0.4607,0.3561,1.5678
-2.7553,1.7835,1.8890,0.6830,-1.3023,-2.4616,1.1561,0.3449,1.4047
0.6422,1.6053,-1.1196,-0.1778,-1.0265,-0.0873,1.8407,2.0669,-3.2415
1.2048,0.9686,0.3146,-1.8615,-0.7596,-1.4761,2.5094,-0.9984,-2.5201
0.0843,-0.5387,-0.0099,-2.3392,-0.0876,-0.8838,4.0005,-1.7223,-1.2729
-1.8326,-1.4662,0.2350,0.6620,2.3269,0.3344,0.3412,-0.8789,3.7912
-1.2954,-1.2294,-1.4893,-1.2099,-0.9632,4.2917,1.1657,2.1540,-1.6624
-0.7579,1.3251,3.8389,-1.4555,-0.2183,-0.5692,-0.4630,-2.5984,1.1800
-1.3947,1.7305,3.7335,0.4385,1.5154,2.8895,-1.4108,-0.7869,1.6764
-2.5601,1.4737,1.2056,-0.2220,0.9142,-1.1781,1.3280,0.7664,2.2146
-0.7543,-3.0074,-1.5262,0.8284,0.7564,2.8667,-0.1878,-0.0348,1.3082
-2.0044,0.7703,3.6429,1.3934,-0.2036,1.2206,-1.2782,-1.5556,2.1010
-2.2349,-2.5979,0.9479,-3.1144,1.9292,0.5119,1.1648,-2.6349,4.1964
-0.3976,2.2983,0.4833,-0.2383,0.1995,1.0049,0.2465,2.0616,-1.1976
-2.9323,-3.0501,0.8321,-0.3197,2.2813,1.6581,-0.9274,-1.7896,5.7141
-0.8010,0.9108,0.8769,1.1480,0.4271,-0.6648,1.4539,-0.2255,0.3321
-1.1783,-2.2533,1.2764,0.6328,0.1442,0.2236,2.3777,-3.4350,1.4864
-1.1790,-0.2098,-1.6537,0.7295,-0.8254,-3.2356,2.7361,0.8771,0.2312
-1.9129,1.5084,1.2979,1.7469,-2.8397,-0.1831,-0.7974,1.4952,-0.5013
-1.8590,-1.3811,-0.9895,-1.1473,0.9708,3.1146,1.2631,1.2319,0.8763
2.8810,2.2858,-2.5539,0.2223,-1.0599,-1.5439,3.5993,2.2711,-6.0624
-0.6812,-0.2327,2.6912,-0.1005,2.2523,1.3349,-1.3050,-2.4087,3.0338
-1.0790,-1.7832,0.1711,0.7600,0.9808,-0.6247,1.5348,-1.9238,2.2105
-1.8819,-1.3312,0.4480,-0.1072,2.6228,3.0275,0.0573,-0.2142,3.0091
-2.3054,-2.3907,-0.2669,-0.8308,1.3777,1.7093,0.6935,-0.5638,3.1387
-0.9394,-0.7514,-1.0281,0.6174,1.2928,0.2934,1.8860,0.4418,0.8988
0.2486,-0.6425,-1.8535,0.2720,0.2708,0.3444,-0.0028,1.3719,-0.2772
1.4990,0.5284,-1.6285,-1.3672,3.3655,0.7360,-0.3879,1.4170,0.3290
-0.6014,-1.8127,-1.4115,1.0806,0.5793,2.8022,0.2700,0.7857,0.2461
-0.9828,3.2080,1.6437,-0.4606,2.7265,-0.8314,4.1898,0.2826,-0.0838
-0.8765,-0.5159,0.4377,0.2781,0.9894,1.7172,0.8196,-0.3380,0.7459
-1.6662,-1.8558,-0.9470,1.7072,1.0599,1.9486,1.9294,0.1506,1.2446
0.5678,0.2222,-0.2667,0.3899,-2.1324,-0.5267,-0.3234,0.3539,-1.8382
-1.3371,-1.5824,0.2513,-0.9442,0.9561,1.0561,2.3666,-1.4305,1.2292
0.3162,1.0646,0.8263,-1.0236,-0.1127,2.8595,-0.2767,0.7520,-1.8131
0.3150,-1.1016,-2.5398,-0.5547,-1.2901,1.3090,-0.5075,2.1959,-1.5659
-2.4747,1.6633,4.0319,1.0445,-0.3090,0.1805,-0.2173,-1.3893,1.9930
-0.6368,-1.6428,1.3771,-0.1064,-0.3779,1.3834,1.2414,-2.6356,0.3640
-0.5866,-0.6255,-0.3616,-0.3751,0.6309,0.3279,1.6760,-0.2467,0.3040
-0.2471,-0.4181,0.1738,0.7156,1.0891,-1.1529,2.6118,-1.4916,0.5788
-1.2456,-1.3340,-0.6892,0.5533,0.2529,5.6432,0.2564,1.5820,-0.7292
1.5657,0.7665,-0.6116,0.3902,-3.4387,-0.7498,0.4731,0.5913,-4.2731
-1.1585,-0.9257,0.1125,0.0879,1.4015,0.3717,3.1967,-1.1722,0.9215
0.0055,-0.3478,-1.1729,0.5281,1.7030,-1.5045,0.9185,0.1771,1.3439
0.0911,0.5312,-1.1594,0.9652,0.7451,-0.7153,2.4859,0.8890,-0.9430
-1.9704,1.9910,-1.2808,-0.7294,1.1135,-3.4688,3.5206,2.5521,0.9310
-1.8007,0.8236,1.1666,1.1599,-2.6660,0.5276,-1.2849,1.2100,-0.2101
-0.6456,1.7784,0.5987,-0.7698,-0.1728,-2.2272,2.7055,0.1799,-0.6796
-0.3048,0.7003,1.3493,0.8475,-0.0860,-1.1757,-1.4775,-0.6121,1.3209
-2.4725,-0.1348,0.6556,0.2022,-2.3995,-0.0538,-1.7200,1.1586,1.3877
-0.9836,-0.8736,-3.1943,-0.3152,-2.6445,0.2757,1.9901,3.1380,-2.4319
-2.0798,-0.5591,-1.2590,1.8394,1.6896,-0.3304,2.0620,1.2672,2.1671
-0.7070,-1.9347,-2.6341,-0.4873,-0.5329,0.9383,0.1228,1.7469,0.1472
-4.4009,-1.8996,-0.6792,-0.2304,-2.8719,-2.6948,-1.2400,1.2683,4.2048
-4.4317,-2.1522,-2.5026,-1.0760,0.1306,-4.1321,1.4140,1.7498,5.4880
-1.1659,0.6166,2.4189,-1.4389,2.1192,2.9569,-1.4563,-0.5502,2.1889
1.0651,2.5315,0.5760,0.8521,0.2825,0.1183,2.8551,0.5087,-3.2746
-2.2575,-2.1008,-0.7914,-1.0433,1.0041,4.8012,1.1163,1.0215,1.0296
-1.8937,3.1886,1.4785,1.4001,1.5246,1.2584,1.0433,2.3747,0.3158
-2.0226,2.6376,6.4765,-0.0526,0.3859,2.7278,-1.1995,-2.5962,1.5613
-2.3547,-1.2139,-1.1688,-0.0294,0.7840,1.6243,2.8934,1.1063,0.9187
-0.4136,-0.7110,0.8965,-0.0701,2.8105,2.7490,-0.5458,-0.8854,2.0737
-0.7738,-0.4235,0.7869,0.3071,2.6074,3.9600,-0.9652,0.1500,1.7188
-2.7364,-0.2916,-2.2692,-1.2144,-0.4610,-0.4738,4.2361,2.6801,-0.1590
-1.5552,-1.4523,1.3791,-0.4118,1.3714,1.8578,-0.6414,-1.5574,2.9461
-1.1958,-1.4000,0.0964,1.9143,1.2940,0.6204,1.4567,-1.0966,1.8116
0.9091,1.1337,0.2456,-0.6898,1.9991,0.6257,-0.6901,0.4244,0.1657
-0.2352,0.2730,1.1914,0.0107,2.6353,2.5648,-2.8691,0.1478,2.4604
-1.0416,-0.8046,0.4133,-0.2832,0.8359,1.6007,1.6082,-0.6965,0.6192
-2.5310,1.3543,4.3458,0.3819,-0.2932,-0.1083,-0.8831,-1.9215,2.7246
-2.9170,-1.8422,-0.0060,2.3238,3.1639,1.7069,-0.7967,0.1756,5.3840
-2.2997,-0.3357,0.5925,-0.5860,-1.8211,0.2906,-1.2322,0.8558,1.3874
-0.8368,1.5753,-1.0175,-0.6828,0.9150,-0.7970,1.8702,2.3492,-0.2627
-0.6822,-0.9928,-0.5194,-0.6018,3.1351,-0.2982,0.8051,-0.5879,3.0153
-2.4127,0.2120,0.7317,-1.7726,-1.1100,-1.2334,0.0583,0.5050,1.7966
-2.8929,0.3220,-0.3896,-0.3330,-0.5203,-0.8515,0.6923,2.0111,1.8328
-1.5645,-1.2238,1.0230,-0.9437,0.7176,2.7571,1.6045,-1.1664,0.8683
-0.9620,2.6633,4.0354,1.5208,1.2701,0.9724,-0.9021,-1.0720,1.2859
-0.3863,2.4375,0.9217,-1.0853,-0.5238,-1.0720,1.5485,0.9209,-1.3995
-0.2479,0.7541,2.0423,-2.1732,3.2591,1.1568,-3.6147,-0.5903,3.8100
0.0620,-0.0653,1.5776,0.7951,0.0689,1.3885,1.4684,-1.8400,-0.8202
-0.5984,2.5704,1.6694,1.9164,2.7794,-1.4184,4.1564,-0.7196,0.2520
-3.6763,-0.0287,4.8058,0.6997,0.0165,1.7119,-1.5306,-2.5164,4.3058
0.4674,-0.0310,-1.9873,-1.7499,0.6114,1.1535,1.2983,1.8514,-1.5168
-1.1099,-0.8079,0.5785,1.1404,0.8577,2.0576,1.1851,-0.6271,0.7331
-1.6946,-2.0112,0.8872,-1.7045,1.3657,0.6406,1.7545,-2.3548,2.6761
-1.4198,1.7339,-0.2496,-0.1065,0.3465,-1.3635,2.2237,1.7971,0.0065
-0.9493,1.7191,2.4722,-0.9124,1.6472,1.4034,-3.4335,0.4318,2.6288
-2.5626,2.7254,5.3322,0.1438,-1.3002,-0.5223,-2.2051,-1.3821,2.2957
1.9452,1.5429,-2.6340,1.4614,-4.3570,-3.8825,2.2601,2.2164,-5.6701
-0.7800,-0.9198,-1.6141,0.9680,-0.2955,2.4413,0.6945,1.8574,-0.8151
2.4972,2.0615,0.7995,-0.4618,-2.3646,0.4045,3.9489,-0.8909,-6.6943
0.4363,3.8004,1.1153,-0.4210,0.2042,-0.3431,3.1002,1.2976,-3.2753
-1.3083,-1.4590,-2.7065,-0.8502,-0.5860,1.3171,0.9940,2.5133,-0.2191
-2.9552,-3.0506,-4.0997,-0.5349,-1.7634,-2.6465,-0.0171,2.7761,2.9783
-2.2530,-2.8124,0.3759,-0.3457,1.5430,0.7681,2.2840,-2.3518,3.2902
-1.5971,2.1667,5.0462,-1.1432,1.0377,1.6385,-1.2820,-2.0271,2.0698
-0.5590,-1.9883,-2.1596,-1.6106,0.4811,0.1666,0.7266,0.6342,0.9608
-0.6283,0.9637,2.7663,0.5970,1.0579,1.7782,-0.4699,-1.3369,0.9233
-1.3857,-0.5576,-0.7540,-0.6999,1.1501,1.7792,1.2257,1.1322,0.8008
-0.4333,0.1403,-0.6483,-0.3726,-1.3357,-1.9792,1.3409,0.3951,-0.6059
-2.1587,-1.7959,-1.5742,-0.1225,1.1198,1.9253,1.5690,1.2511,1.6830
-1.7771,2.6979,2.9275,0.4432,1.8712,1.7675,1.2677,0.2763,0.7872
-1.9783,-2.3713,0.2918,-1.6351,1.3140,0.5634,2.3174,-2.0277,2.7022
-1.0185,-1.7127,-0.7744,-0.3188,1.6229,3.5258,-0.5685,0.6849,1.5293
0.3025,-0.6698,-0.9113,-1.0506,1.4518,1.1134,-0.2281,0.4016,0.5597
-4.0953,4.0383,10.0808,1.5050,-2.3563,-0.9256,-3.0242,-4.3578,3.8504
-1.5089,-1.8622,-1.5638,1.1219,0.8729,1.8045,1.2617,0.8827,1.1869
-0.6214,-0.7483,-0.8676,-2.1995,1.2788,1.8632,0.4562,0.8437,0.6382
0.2057,5.0884,1.9480,-0.6012,-2.5859,-1.9912,2.8171,1.6535,-4.7631
0.4308,0.8515,0.1065,-1.9787,0.4505,0.4597,2.0058,0.0533,-1.5788
0.8231,1.7927,1.8568,-1.7720,1.2801,0.5331,-1.5948,-0.4243,0.2146
-2.2101,-0.1438,3.4750,0.3128,0.2993,0.8814,-0.6259,-2.4235,2.9458
-3.1289,-1.9435,-4.9895,-0.4038,0.6349,-4.8864,3.2651,3.2996,3.4944
-1.7846,2.2032,4.0557,0.6897,-0.4708,0.7601,-0.1984,-1.1186,0.7501
-2.9373,1.3150,0.1133,-1.3999,-1.5454,-1.6913,0.1918,2.4290,1.2961
-0.6211,0.9314,2.2048,-2.3345,-0.7235,-0.0512,-0.2150,-1.1038,0.1681
-0.6075,2.3293,0.6964,-1.3927,0.9348,2.2631,0.2329,2.2285,-0.9818
0.1336,0.3464,0.6602,1.8526,-0.2402,1.9987,2.2298,-0.4553,-2.1662
-2.2432,-2.3216,1.0957,0.7160,1.6227,1.7300,-0.4028,-1.8066,4.0580
0.0464,1.8156,0.1808,0.6932,-2.2400,1.6906,-1.0957,2.4440,-2.8316
-1.6772,3.4061,6.9768,-0.9130,-1.2596,0.4174,0.4601,-3.4407,0.0202
-1.8711,1.2093,5.4199,1.0473,1.5045,2.0867,-1.4857,-3.0862,3.1591
-0.6196,-2.4023,-1.1767,-0.1747,2.6212,0.5421,0.0574,-0.7850,3.1776
-0.1810,1.7315,0.2362,-0.2190,-1.2986,-0.1037,0.2914,1.5290,-1.7632
0.6918,-2.5483,-2.7553,1.6389,-1.4066,2.8045,-1.4618,1.4780,-1.4337
-2.0093,-0.3815,-2.7024,-0.3109,-0.6299,-1.5108,2.8426,2.7475,0.1171
-1.6342,-1.6804,0.4062,-0.6907,1.8461,0.8469,0.0820,-1.1372,3.3368
-1.7705,-1.5501,0.3098,0.2438,1.5644,1.7195,0.4242,-0.6523,2.6261
-1.8830,-0.6115,-1.9104,-1.2537,0.3337,-0.4454,1.8930,1.9831,1.0104
0.2061,-1.7155,-2.3959,-0.5686,-0.3297,1.0498,-0.5840,1.3605,-0.2624
-0.8734,-0.4782,-0.5608,-0.1780,2.0938,0.6220,1.1995,0.3123,1.5613
-0.1620,0.3294,0.3675,-1.2733,0.4183,1.7915,2.3455,-0.1329,-1.4706
-0.2822,2.3855,2.4567,-3.2675,0.3636,-1.5503,-1.0855,-0.4858,0.9663
0.1963,-0.9089,-0.0087,0.1027,3.4323,3.6094,-0.3669,-0.2874,1.4413
-1.0267,2.3984,3.3161,-1.4621,1.8495,1.4585,-2.4706,-0.0500,2.2235
-2.9264,0.2532,5.7445,1.3854,1.4407,2.3371,-2.9860,-3.3452,5.1793
0.2741,-0.2949,-2.5969,1.0692,-3.7043,-3.9411,1.9623,1.3359,-2.6153
-0.4659,0.5821,-0.0954,-0.3499,0.8253,2.8366,0.3408,1.4995,-0.7158
0.2860,0.1569,1.1216,-1.7686,-0.4577,1.7222,1.1914,-1.0372,-1.6437
-0.0203,-1.7632,-0.9521,0.8612,2.8933,1.5851,-1.3619,-0.1745,2.7738
-0.3949,1.6754,4.4117,1.5913,0.9377,0.9066,-1.9046,-2.4923,1.6866
-0.1044,-0.1191,0.0918,1.6812,-1.8809,0.5743,-0.8261,0.3855,-1.0537
-0.6959,-1.9500,-0.8858,0.3220,1.7077,2.9853,-0.7506,0.2955,1.7331
-1.4188,1.9905,1.9035,0.0638,2.1206,1.7020,0.8085,0.6061,1.0290
-2.1425,4.5012,5.9296,0.3878,1.8540,3.1273,-0.7835,-0.2903,1.2043
-0.6912,-1.1914,-1.8331,0.1042,0.6259,0.5322,0.7475,1.1813,0.6576
-0.9526,-0.5594,-0.2648,-0.6229,0.5428,1.9593,2.5904,0.1336,-0.5705
-2.1740,-1.5036,-0.1879,1.6036,2.2495,1.5774,-0.2038,0.2092,3.6531
-2.5344,1.9493,2.5238,-1.4161,-2.2967,0.2255,-1.7470,1.1746,0.7389
-0.4365,-0.1775,-1.6757,0.2902,0.5516,0.0159,0.8277,1.6853,0.0569
-0.0169,-1.1723,-2.2197,1.3142,-0.3388,0.6702,-0.0284,1.5760,-0.4239
-0.2342,1.6848,-0.3145,-0.3586,-1.4897,-2.0753,2.1386,1.1888,-1.9664
-1.9287,-1.9970,0.5297,-0.6572,2.4527,-0.0921,0.2324,-1.7592,4.5595
2.3948,3.5954,0.1168,0.4904,1.3703,-1.6322,-0.2014,1.4475,-2.1819
1.7782,0.2266,-3.2422,-0.0798,1.8012,0.0372,0.7236,2.4831,-1.4857
-3.7549,1.0619,6.6649,0.0282,-2.0324,-0.8391,-1.6842,-3.9196,3.9203
1.4261,-1.4507,-3.8517,1.1179,3.9049,1.9296,0.2083,2.1561,0.5236
-1.2010,-1.2871,-1.6734,0.8892,1.6035,-1.1361,1.4224,0.4943,2.2910
1.0089,3.5842,0.4543,0.6179,2.6488,-1.7569,5.5063,0.3105,-2.5257
0.1496,-1.8013,-1.9587,-0.1078,0.4492,0.8704,-0.2895,0.6258,0.4496
-1.2335,-0.2102,0.1385,0.3644,0.7608,3.4719,0.3343,1.0849,0.1102
0.7481,0.0675,-1.7435,-0.1595,-1.1585,-2.5153,2.7587,0.3912,-2.1231
-0.4964,-2.0816,-2.3559,-0.0406,-0.0429,1.8033,-0.2945,1.4562,0.2958
-2.9494,4.2423,4.5254,-0.3435,1.7404,0.2195,1.8572,0.0910,1.6305
-1.2291,-0.9920,-0.0257,2.5128,1.7395,0.1654,1.3562,-0.6957,2.1458
1.1638,1.7309,-0.6818,-0.2608,2.0552,0.2474,-0.6731,1.7741,-0.4179
-1.2716,-0.9219,0.1572,-0.1026,1.1945,1.5917,0.2260,-0.1081,1.6996
0.9284,0.7303,1.3853,-0.0709,-1.0150,1.2658,1.9275,-1.3760,-2.9730
-0.2409,-0.3113,-0.6386,-0.1848,2.4495,-0.1955,-0.2316,0.2944,2.1691
-1.2109,-1.4265,0.4946,-0.5157,1.7052,-0.7951,0.6516,-1.7805,3.2031
-4.2481,2.1823,0.7990,1.8418,0.8803,-2.6030,2.6160,2.1538,3.1433
-1.2688,-0.4121,-1.3921,-0.8868,0.7299,0.6449,1.3681,1.6268,0.5752
-1.4307,-0.9131,-0.1091,0.4831,0.7022,3.2494,1.3212,0.5123,0.2051
-1.5919,2.3879,0.5545,0.0695,-1.0237,-1.4955,2.4883,1.6682,-1.0566
-1.3822,1.8487,5.2155,0.1473,1.1505,0.2144,-0.4781,-3.2151,2.4305
-0.5625,-3.3878,-1.2567,-1.5078,0.9496,4.3848,-0.3866,-0.3773,1.0073
-2.0137,-1.1083,-0.6298,-0.1844,2.3339,1.9044,-0.3712,1.1055,3.1866
-0.7901,0.0621,-1.0684,-0.4810,-1.7576,-2.5069,1.4269,0.8698,-0.4886
1.2441,1.3189,0.8645,-0.2187,-0.0699,0.2446,1.7251,-0.7302,-2.4848
-0.8265,-0.5051,-0.4752,0.2338,3.0480,-0.6495,0.9109,-0.2001,2.9191
-1.1806,1.0759,-1.2760,1.1098,0.9268,-1.6316,2.8358,1.9009,0.1620
1.8744,0.9298,-1.6999,-1.0767,3.3188,0.6915,-1.1243,1.8390,0.0927
-1.4642,-1.2218,-2.2368,-0.7046,0.1770,0.0911,1.5518,1.7697,0.7222
-1.2235,-2.1464,-0.2318,0.4165,0.6101,0.0639,2.2726,-1.6976,1.5348
-1.7866,-1.8104,0.0513,1.2499,2.1270,0.0562,0.0483,-1.0116,4.0007
0.2217,-0.2598,-2.2317,-1.7727,-1.3657,1.5627,-0.2517,2.7225,-2.1490
0.8770,-0.3157,-1.8271,-0.6835,0.8907,-1.2309,-0.6920,0.9900,0.4509
1.2762,2.7970,1.6341,0.4076,-1.4086,1.0389,0.6620,0.4080,-3.9520
0.3577,-1.0645,-1.0218,-0.5158,2.4658,0.3477,-1.9862,0.2270,2.5545
-1.1769,-1.1427,-0.6327,-0.5551,2.5972,0.0256,1.3281,-0.3133,2.7223
-2.9949,0.1025,3.6971,0.8025,1.3779,2.3958,0.3388,-1.9426,3.2269
-2.2760,0.0403,2.4698,-1.1870,0.5819,2.9681,-2.0615,-0.2340,2.6100
-0.7398,-2.4839,-1.6955,2.1356,1.1260,1.6344,0.1342,0.2055,1.6118
-0.7577,-0.4165,-0.9089,-0.9817,-0.5742,-0.3719,-0.0436,1.0053,0.3983
0.0645,0.1014,1.2645,0.4554,-0.2074,1.9331,0.7798,-0.9989,-1.1133
0.0915,-0.1506,-0.6654,-0.5867,1.6413,0.8533,-1.5340,0.9623,1.3527
-0.9962,-1.4460,-1.4086,0.4323,0.7243,2.1039,1.4185,0.8800,0.2610
-1.9260,3.6735,3.4497,0.0236,1.1101,-0.1157,2.2715,0.0550,0.3078
-2.2489,-2.0682,-0.3515,0.1479,2.9529,-0.3800,-0.4646,-0.6327,5.4431
-2.4149,-2.5201,0.1357,-0.1298,1.8203,1.5352,-0.0978,-0.9781,4.1554
-0.7741,-2.0373,-1.9675,0.1148,-1.2251,4.3123,-0.5007,2.0533,-1.2247
1.3599,-1.2830,-4.6599,0.0693,-3.7222,-5.0492,2.4358,1.6813,-3.2667
-3.1366,-3.1316,0.2573,-1.3339,0.5959,2.2158,-0.1472,-0.9779,3.9771
-1.8087,1.2271,4.3633,-1.9730,-1.6189,-1.5630,0.3337,-2.9962,1.3020
-1.0642,-1.7703,-0.1785,0.9327,0.5430,-0.3359,2.6588,-1.6761,1.1551
1.0148,1.0792,-0.7718,1.2912,-2.8015,-1.6354,1.5017,0.8298,-3.6491
-1.4963,1.3286,3.8403,-0.5158,-0.2122,-0.6534,-1.4456,-1.9767,2.2841
-0.5862,-1.4014,-2.4222,-0.1098,-0.8236,-3.0265,2.5059,0.3747,0.2069
-0.6403,2.7062,0.2705,-0.0957,-1.6046,-0.7286,1.2546,2.3146,-2.2927
-0.2984,0.1427,-3.0025,-0.3176,-0.9810,-2.6016,0.9020,2.8420,-0.5993
-2.4104,-1.4100,-1.7317,0.3007,0.4294,2.1344,1.8882,1.9854,0.9111
0.0459,0.1523,-1.8454,1.8315,2.2211,1.1372,-0.7358,2.4129,0.8628
0.0182,-2.0692,-1.6056,-0.5438,2.8982,2.0163,1.5835,-0.3474,1.2325
-0.4214,0.0148,1.0808,0.6615,0.7065,1.8191,1.0759,-0.8033,-0.1285
-1.9140,-1.7501,-0.0139,0.4633,1.4603,1.7061,0.7605,-0.4762,2.5529
1.0462,2.2341,-0.0757,0.5624,0.3628,1.3702,-0.3733,2.0467,-2.2771
-0.1392,3.0654,1.7849,0.7268,-0.8547,-0.0711,1.2975,0.7812,-2.2841
-0.6830,3.4835,3.7900,-0.9555,1.2391,0.5070,2.0270,-0.9856,-0.6090
-2.3260,2.6236,3.1832,-1.4042,2.0685,-0.2047,2.0656,-0.5031,1.9760
-0.0989,1.7887,0.5540,-0.0393,-0.5413,-0.3098,2.1710,0.6058,-1.9973
-2.1030,0.3645,-2.3646,-1.0949,-0.3898,-1.4991,3.8663,2.8712,-0.4213
-2.8609,0.3804,2.8768,1.7421,4.3333,0.4981,1.7646,-1.9860,5.0522
0.6591,-0.8085,-1.1490,-1.7361,-0.3052,1.9042,-0.2474,0.7313,-1.3221
-1.0085,-3.1454,-4.1390,-0.6903,-3.6706,0.0228,-1.9279,3.0040,-0.2686
0.0052,-1.1836,-0.9938,-0.9077,1.2067,1.5504,-0.0045,0.2554,0.6066
0.0353,2.8165,1.2958,-1.2683,1.1170,0.7453,2.2241,0.7799,-1.7600
-5.8407,0.0336,9.4211,-1.6267,-1.6468,3.5125,-0.1692,-6.0608,4.6826
0.5885,2.5134,1.8007,1.1598,-0.6437,-1.0374,-0.0014,-0.1349,-1.4394
0.7349,0.5949,-2.5746,-0.7970,-0.5651,-1.0100,1.7650,2.3954,-2.3749
-0.1335,-0.0996,-1.8364,0.5068,0.1522,-0.4221,0.5596,1.7601,-0.2627
-3.1144,2.0256,6.4721,1.2517,-0.9644,0.0411,0.2909,-3.4893,2.3085
-2.2873,-2.5536,0.3279,2.2933,2.4974,-0.3667,1.0225,-2.1313,4.9074
-1.8780,-1.4450,-1.2545,-2.6760,0.8282,2.6358,1.8182,1.2333,0.7099
1.7549,3.8041,0.8762,0.5277,-2.2891,-1.2142,1.7292,1.1913,-5.2594
-2.2427,-0.3159,-1.5284,-0.9949,-0.3948,1.1992,2.4436,2.4184,-0.2270
-1.3263,-1.8889,0.4109,0.3786,0.9981,0.0475,2.3871,-2.1810,1.8789
1.2811,0.6588,-2.0096,-0.5946,-4.5986,-4.9202,2.7102,0.6927,-4.4043
-0.0609,-2.1324,-1.0328,1.4357,3.6958,3.5616,-1.2067,-0.0150,2.6588
-0.7409,0.6871,-1.9345,1.4472,-1.5769,-4.6186,2.7468,1.5137,-0.6602
-1.4134,-0.4816,0.8931,1.5076,1.3029,0.6350,-0.4240,-0.5360,2.5434
-2.1001,3.2104,4.2685,-0.1314,3.2830,2.6100,1.2256,-0.4613,1.7994
-1.8640,-1.5142,-0.4413,0.1091,2.2896,0.5774,0.7429,-0.1832,3.3603
-0.6875,-1.1516,-0.3368,1.2598,3.2930,1.2647,0.0100,-0.3559,2.9616
-0.3343,-0.1116,1.0206,-0.1608,1.1546,0.4892,0.7162,-1.2167,0.9043
-2.1417,1.1856,-0.1725,0.8561,1.0621,1.1139,3.5183,1.8589,-0.1875
1.1445,-0.2416,-2.3133,1.2602,-0.0259,-0.7003,2.4652,0.9388,-2.2530
-1.2918,1.9891,2.1780,0.1145,0.2008,0.8854,0.5253,0.2817,0.0807
0.0703,3.5143,1.1812,-1.5826,-0.4288,-2.2572,3.9740,0.5095,-2.8315
-3.0975,0.4875,1.5737,-0.0441,-0.2785,1.6130,-1.6223,1.2732,2.5850
-0.2414,2.7124,0.8445,0.2928,1.2232,1.6313,1.7148,1.6784,-1.6547
1.1629,2.1657,1.8095,0.2265,-1.0549,4.8678,-0.5638,0.9351,-4.2853
-2.7840,-2.6759,0.0445,-0.0821,2.5918,0.6650,0.8636,-1.3581,5.0216
-1.5297,0.7897,0.0165,0.8130,-0.9688,-0.9720,0.9673,1.1995,0.1351
-1.6228,-1.5389,-1.7873,-0.4104,1.4053,-0.3633,1.6591,0.7824,2.1762
-2.1645,4.1787,7.3304,-0.5461,1.0048,1.7783,-2.9162,-1.9031,2.6794
-1.3993,0.4267,4.5411,1.1058,0.7777,1.1743,-1.3514,-3.3145,2.7702
-0.1387,-1.0134,-0.0056,-0.3860,0.1076,-1.0126,3.2353,-1.9289,-0.2823
-1.5697,-0.7401,-0.5428,-1.7804,2.1324,0.2546,-0.3186,0.6882,3.1656
2.3483,3.2067,0.0340,-0.4327,-3.4488,-1.6706,2.0197,1.1598,-6.4203
-1.8269,1.7663,6.1199,-0.8600,1.3172,2.0300,-2.3834,-3.1397,3.2885
-3.4412,-0.1258,-1.1391,0.9916,1.9470,-0.6001,3.4957,1.8648,2.7587
-0.9957,2.6756,2.0154,-1.3662,-1.0684,0.8357,-0.0097,1.1993,-1.2406
-2.0361,3.7148,3.3510,0.2716,1.0410,-1.2576,3.0806,-0.2200,0.4231
3.5974,-0.4515,-4.3249,-1.0842,3.7640,1.5160,-0.2262,2.4397,-1.7016
-1.1086,0.0675,-2.3837,0.7845,-1.6905,0.6356,1.2128,3.3842,-1.7494
-1.1913,-0.7527,1.2194,-0.8166,0.7135,1.5190,0.5217,-1.2107,1.3588
-1.7904,1.4502,4.9007,0.9304,0.1622,1.8197,-1.8418,-2.1701,2.1317
0.0579,-1.7967,-2.0954,-0.0517,0.4506,0.8243,-0.4756,0.8648,0.5942
